ORGANIZATION_NAME,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Turning Point Youth Services,Youth,35,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,78,0
Dixon Hall,Mixed Adult,77,0
Dixon Hall,Mixed Adult,77,0
Dixon Hall,Mixed Adult,77,0
Dixon Hall,Mixed Adult,77,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,35,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,34,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Good Shepherd Ministries,Men,25,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,6,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Friends of Ruby,Youth,26,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
Fred Victor Centre,Women,37,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,122,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,121,0
City of Toronto,Men,120,0
City of Toronto,Men,120,0
City of Toronto,Men,120,0
City of Toronto,Men,119,0
City of Toronto,Men,119,0
City of Toronto,Men,119,0
City of Toronto,Men,119,0
City of Toronto,Men,118,0
City of Toronto,Men,107,0
City of Toronto,Men,107,0
City of Toronto,Men,107,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,106,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,105,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,104,0
City of Toronto,Men,101,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,68,0
City of Toronto,Men,67,0
City of Toronto,Men,67,0
City of Toronto,Men,67,0
City of Toronto,Men,67,0
City of Toronto,Men,67,0
City of Toronto,Men,66,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
Dixon Hall,Men,30,0
City of Toronto,Men,20,0
City of Toronto,Men,20,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,18,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,17,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,16,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
City of Toronto,Men,36,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,50,0
Dixon Hall,Mixed Adult,49,0
Dixon Hall,Mixed Adult,49,0
Dixon Hall,Mixed Adult,49,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
Street Haven At The Crossroads,Women,30,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The Salvation Army of Canada,Men,264,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
The MUC Shelter Corporation,Mixed Adult,94,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Society of St.Vincent De Paul,Women,39,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,28,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
