PROPERTY TYPE,YEAR BUILT,CONFIRMED UNITS,CURRENT BUILDING EVAL SCORE,LATITUDE,LONGITUDE
PRIVATE,1962,167,96,43.7567677733,-79.4380041027
PRIVATE,1963,124,96,43.724969646,-79.2748142214
PRIVATE,1963,113,96,43.7408614769,-79.3286037917
TCHC,1964,168,96,43.703580346,-79.279521109
PRIVATE,1964,174,96,43.7719556652,-79.4498156824
PRIVATE,1964,128,96,43.7860767435,-79.447735502
PRIVATE,1965,82,96,43.667777746,-79.383098557
PRIVATE,1965,30,96,43.689950359,-79.345087457
PRIVATE,1965,69,96,43.6976143504,-79.3716799058
PRIVATE,1965,11,96,43.7203778821,-79.4802346751
PRIVATE,1965,231,96,43.7777340882,-79.3489814239
PRIVATE,1966,108,96,43.6806469466,-79.5103162763
PRIVATE,1967,275,96,43.678116007,-79.3607869844
PRIVATE,1967,229,96,43.703280028,-79.438740603
PRIVATE,1967,175,96,43.7921587704,-79.3916718817
PRIVATE,1968,565,96,43.669069472,-79.37171783
PRIVATE,1968,118,96,43.713486559,-79.2466803233
PRIVATE,1968,153,96,43.7869738317,-79.3519406664
PRIVATE,1969,250,96,43.712680401,-79.393055375
PRIVATE,1969,344,96,43.7273105049,-79.3250508572
PRIVATE,1969,152,96,43.740230303,-79.4225545935
PRIVATE,1970,119,96,43.652443491,-79.570433321
TCHC,1970,221,96,43.7164211106,-79.5052233382
PRIVATE,1970,66,96,43.765752783,-79.380070251
PRIVATE,1970,221,96,43.7888747395,-79.4489791313
PRIVATE,1970,194,96,43.792827996,-79.441654119
PRIVATE,1972,227,96,43.712248415,-79.395183727
PRIVATE,1972,135,96,43.7723180506,-79.2859346865
TCHC,1974,169,96,43.697803447,-79.499827299
TCHC,1974,283,96,43.768124338,-79.415525902
PRIVATE,1974,131,96,43.770115213,-79.522300555
TCHC,1975,293,96,43.776693031,-79.319134202
PRIVATE,1975,12,96,43.8046874624,-79.1658225399
PRIVATE,1977,250,96,43.667772301,-79.389524395
TCHC,1977,400,96,43.7599953268,-79.2217974394
PRIVATE,1979,70,96,43.7044910425,-79.4984382564
SOCIAL HOUSING,1980,135,96,43.649402507,-79.362697005
SOCIAL HOUSING,1981,53,96,43.7409528435,-79.2252456452
TCHC,1982,61,96,43.6499749234,-79.3684698144
SOCIAL HOUSING,1982,150,96,43.7883475227,-79.2401308981
TCHC,1983,185,96,43.7088453,-79.3898544426
PRIVATE,1986,107,96,43.79254847,-79.39077874
SOCIAL HOUSING,1990,75,96,43.654209663,-79.459398889
PRIVATE,1992,17,96,43.662740116,-79.417400109
SOCIAL HOUSING,1994,45,96,43.6715902457,-79.3263209715
SOCIAL HOUSING,1994,164,96,43.702657978,-79.297997207
SOCIAL HOUSING,1995,134,96,43.655979748,-79.443829191
PRIVATE,1999,38,96,43.698094964,-79.388000701
PRIVATE,2005,89,96,43.72220914,-79.413411185
PRIVATE,2007,188,96,43.6599201905,-79.3793368695
PRIVATE,2008,72,96,43.71127211,-79.394418315
PRIVATE,2010,74,96,43.775389788,-79.343955146
PRIVATE,2016,95,96,43.650010077,-79.433231873
PRIVATE,2019,235,96,43.709314834,-79.399752855
PRIVATE,1909,27,97,43.664610347,-79.382107604
PRIVATE,1920,27,97,43.664540632,-79.382321075
PRIVATE,1950,14,97,43.652601481,-79.525645179
PRIVATE,1950,68,97,43.7414140473,-79.4211970066
PRIVATE,1955,17,97,43.602838275,-79.4944408976
PRIVATE,1955,23,97,43.6589253856,-79.3715946717
PRIVATE,1955,40,97,43.69086838,-79.343018227
PRIVATE,1955,42,97,43.694335654,-79.397560276
PRIVATE,1957,52,97,43.6390897407,-79.4882393913
PRIVATE,1958,17,97,43.6645208541,-79.4910119688
PRIVATE,1958,34,97,43.726271603,-79.431876054
PRIVATE,1958,48,97,43.733380914,-79.43358678
PRIVATE,1958,65,97,43.7772192847,-79.4056901846
PRIVATE,1959,22,97,43.729582726,-79.342147167
PRIVATE,1959,61,97,43.736543344,-79.342621785
PRIVATE,1960,86,97,43.6382736068,-79.4368190607
PRIVATE,1960,59,97,43.7009946331,-79.4402809991
PRIVATE,1960,62,97,43.7032015325,-79.3458301347
PRIVATE,1960,12,97,43.7075826149,-79.3019433825
PRIVATE,1960,58,97,43.7401259268,-79.2429318294
PRIVATE,1961,51,97,43.6986462208,-79.4772084771
PRIVATE,1962,129,97,43.688134959,-79.353601113
PRIVATE,1962,48,97,43.709092255,-79.385527223
PRIVATE,1963,265,97,43.7883911434,-79.4180400688
PRIVATE,1964,251,97,43.6371520569,-79.427091443
PRIVATE,1965,70,97,43.6363526451,-79.4380647269
PRIVATE,1965,200,97,43.6790036577,-79.3612885228
PRIVATE,1965,286,97,43.697956512,-79.392129599
PRIVATE,1965,61,97,43.752982924,-79.40413326
PRIVATE,1966,107,97,43.770932219,-79.415667206
PRIVATE,1967,185,97,43.688457232,-79.391167763
PRIVATE,1967,64,97,43.7604975469,-79.3303911493
PRIVATE,1968,287,97,43.6739626249,-79.35545117
PRIVATE,1968,109,97,43.716768049,-79.331308961
PRIVATE,1970,24,97,43.6751742383,-79.2785094053
PRIVATE,1970,137,97,43.753559279,-79.362054281
PRIVATE,1970,304,97,43.764613327,-79.345774526
PRIVATE,1970,233,97,43.786291194,-79.417827386
PRIVATE,1971,172,97,43.8022250044,-79.3928562051
PRIVATE,1972,110,97,43.7315303371,-79.2739396307
TCHC,1973,29,97,43.662107374,-79.351676246
PRIVATE,1974,225,97,43.6398689295,-79.5856147179
PRIVATE,1974,228,97,43.677126322,-79.556808045
PRIVATE,1974,192,97,43.771912239,-79.287922032
PRIVATE,1975,173,97,43.682302793,-79.418485676
PRIVATE,1975,11,97,43.7309298534,-79.4365851209
PRIVATE,1979,211,97,43.6839794618,-79.5249462549
TCHC,1985,53,97,43.702568119,-79.438297042
TCHC,1989,12,97,43.668341436,-79.402632539
SOCIAL HOUSING,1989,14,97,43.66973086,-79.318265969
SOCIAL HOUSING,1991,37,97,43.659070087,-79.366469562
SOCIAL HOUSING,1991,126,97,43.6831806444,-79.3230461793
SOCIAL HOUSING,1992,133,97,43.7393701329,-79.2153343914
TCHC,1993,124,97,43.8084247156,-79.2179866009
SOCIAL HOUSING,1996,175,97,43.720498199,-79.482860936
SOCIAL HOUSING,2002,30,97,43.677485169,-79.320862391
PRIVATE,2005,388,97,43.654429184,-79.375957925
PRIVATE,2012,240,97,43.783662468,-79.444994843
TCHC,2014,128,97,43.656334944,-79.356596199
PRIVATE,2015,95,97,43.774094874,-79.341793943
PRIVATE,2018,595,97,43.658443735,-79.383996717
PRIVATE,2021,210,97,43.671532497,-79.423931124
PRIVATE,1910,12,98,43.667031521,-79.3817873
PRIVATE,1923,38,98,43.6677644838,-79.3730310131
PRIVATE,1929,46,98,43.7221803609,-79.4019572219
PRIVATE,1948,41,98,43.671964764,-79.374579123
PRIVATE,1950,24,98,43.696926149,-79.475711635
PRIVATE,1951,72,98,43.6031676706,-79.4934504653
SOCIAL HOUSING,1953,22,98,43.7207918778,-79.2435210688
PRIVATE,1954,16,98,43.6356967623,-79.4921362887
PRIVATE,1954,16,98,43.6395029387,-79.4940316467
PRIVATE,1955,111,98,43.6357677908,-79.4377979997
PRIVATE,1955,38,98,43.6907938758,-79.3550051135
PRIVATE,1956,10,98,43.7311946993,-79.4353275935
PRIVATE,1956,82,98,43.754044974,-79.265154241
PRIVATE,1957,41,98,43.7263976786,-79.4031116718
PRIVATE,1959,38,98,43.690768756,-79.343386205
PRIVATE,1959,71,98,43.7411213027,-79.4918224235
PRIVATE,1960,63,98,43.6776538886,-79.4967269194
PRIVATE,1961,140,98,43.689440499,-79.350037635
PRIVATE,1964,162,98,43.6837870806,-79.5263097197
PRIVATE,1964,188,98,43.711401489,-79.396765679
PRIVATE,1964,71,98,43.762813962,-79.316783785
PRIVATE,1965,102,98,43.6650800354,-79.3796817748
TCHC,1965,41,98,43.6658597162,-79.3160434122
PRIVATE,1965,11,98,43.7254545938,-79.5093332318
PRIVATE,1965,11,98,43.7256526155,-79.5093932499
PRIVATE,1965,11,98,43.7260982745,-79.5095108291
PRIVATE,1966,148,98,43.6501910215,-79.4940291116
PRIVATE,1966,93,98,43.7350883959,-79.3075489719
PRIVATE,1966,134,98,43.7798043698,-79.3506939201
PRIVATE,1968,81,98,43.5975229121,-79.5232617105
PRIVATE,1968,56,98,43.6495469253,-79.5275324793
PRIVATE,1969,568,98,43.6696118145,-79.3706631071
PRIVATE,1969,129,98,43.6857584584,-79.5133729757
PRIVATE,1969,125,98,43.78732482,-79.350960418
PRIVATE,1970,84,98,43.68928849,-79.350921858
PRIVATE,1972,329,98,43.6998540886,-79.2849399311
PRIVATE,1972,267,98,43.7005263633,-79.285525406
PRIVATE,1973,540,98,43.6465857177,-79.5271471882
PRIVATE,1973,561,98,43.671614503,-79.378728034
PRIVATE,1973,266,98,43.698386597,-79.394920593
PRIVATE,1974,167,98,43.7949706591,-79.3170591991
PRIVATE,1976,92,98,43.736752064,-79.2186571
PRIVATE,1978,246,98,43.7777650833,-79.4542079803
PRIVATE,1980,60,98,43.651581464,-79.374057609
PRIVATE,1981,195,98,43.680522919,-79.55416175
TCHC,1983,181,98,43.7219200782,-79.4309398102
SOCIAL HOUSING,1984,128,98,43.7009920215,-79.5153630558
SOCIAL HOUSING,1992,80,98,43.741665101,-79.566395335
SOCIAL HOUSING,1993,63,98,43.625636744,-79.504530803
SOCIAL HOUSING,2003,20,98,43.666175286,-79.445908725
SOCIAL HOUSING,2003,24,98,43.7161036194,-79.4429013897
PRIVATE,2005,84,98,43.738917845,-79.4348039821
SOCIAL HOUSING,2005,92,98,43.807586521,-79.21678105
TCHC,2008,56,98,43.660237712,-79.353034249
SOCIAL HOUSING,2016,145,98,43.653300151,-79.35672646
SOCIAL HOUSING,2016,20,98,43.691279311,-79.286865733
PRIVATE,2019,501,98,43.641956672,-79.400830248
PRIVATE,2021,333,98,43.639152469,-79.410262481
PRIVATE,1923,37,99,43.663884679,-79.382638254
PRIVATE,1928,30,99,43.66541625,-79.37835478
PRIVATE,1928,32,99,43.6667828801,-79.3769600054
PRIVATE,1931,54,99,43.6726051315,-79.3542475992
PRIVATE,1950,53,99,43.676613159,-79.3697198649
PRIVATE,1950,24,99,43.691914578,-79.342942945
PRIVATE,1954,13,99,43.6396535446,-79.487507425
PRIVATE,1955,48,99,43.6371995411,-79.493365223
PRIVATE,1955,104,99,43.675625786,-79.433405009
PRIVATE,1957,38,99,43.6181573986,-79.4862044027
PRIVATE,1958,15,99,43.691729939,-79.456536022
PRIVATE,1959,38,99,43.6178366581,-79.4863780789
PRIVATE,1959,61,99,43.735948407,-79.342481853
PRIVATE,1959,54,99,43.7522561858,-79.4046460528
PRIVATE,1959,54,99,43.7529197389,-79.4048046905
PRIVATE,1961,15,99,43.713064828,-79.390947556
PRIVATE,1962,52,99,43.706720954,-79.294444552
PRIVATE,1962,101,99,43.7414398255,-79.3292349773
PRIVATE,1962,154,99,43.7610374702,-79.3915028226
PRIVATE,1965,207,99,43.7399757697,-79.2395009689
PRIVATE,1966,42,99,43.6988301169,-79.4762162668
PRIVATE,1968,366,99,43.699208807,-79.390082204
PRIVATE,1969,110,99,43.682860253,-79.357706655
PRIVATE,1970,118,99,43.688008152,-79.352232015
PRIVATE,1970,134,99,43.6890416008,-79.3545084305
PRIVATE,1971,167,99,43.7707832946,-79.2843673903
SOCIAL HOUSING,1978,179,99,43.740755193,-79.246090296
SOCIAL HOUSING,1983,127,99,43.639368524,-79.433105014
TCHC,1984,44,99,43.657342412,-79.357649785
SOCIAL HOUSING,1988,77,99,43.6594297929,-79.3361462421
SOCIAL HOUSING,1990,11,99,43.679932553,-79.3224960568
PRIVATE,2003,306,99,43.7649957319,-79.4142574762
PRIVATE,2006,14,99,43.702716704,-79.373724977
PRIVATE,2013,177,99,43.654807461,-79.365773301
PRIVATE,2013,105,99,43.774618023,-79.343572185
PRIVATE,2015,221,99,43.709676333,-79.388685206
PRIVATE,2019,82,99,43.676576116,-79.40668972
PRIVATE,2021,246,99,43.638981358,-79.409542284
PRIVATE,1929,49,100,43.683582922,-79.400753772
PRIVATE,1934,48,100,43.6654105039,-79.3734599636
PRIVATE,1950,17,100,43.6923348201,-79.3435916097
PRIVATE,1960,67,100,43.6618943157,-79.3721159385
PRIVATE,1961,81,100,43.6898006862,-79.3508860504
PRIVATE,1961,94,100,43.6899236316,-79.3498848765
PRIVATE,1963,100,100,43.7399748227,-79.308126745
PRIVATE,1965,73,100,43.63512001,-79.428479032
PRIVATE,1965,63,100,43.6672444284,-79.4054073649
PRIVATE,1966,263,100,43.697351445,-79.394993963
PRIVATE,1969,168,100,43.683892245,-79.412785124
SOCIAL HOUSING,1992,80,100,43.654570058,-79.45891655
PRIVATE,2012,283,100,43.6431712607,-79.532364963
PRIVATE,2012,210,100,43.77626173,-79.320962704
PRIVATE,2017,248,100,43.668109286,-79.390826378
PRIVATE,2018,503,100,43.671146181,-79.376964829
PRIVATE,2021,231,100,43.666895137,-79.384772592
