YEAR BUILT,PROPERTY TYPE,LATITUDE,LONGITUDE,COSMETIC,HIGH,MODERATE,OVERALL
1969,TCHC,43.669381383,-79.37437191,2.5,2.9,2.8,94
1969,TCHC,43.768780728,-79.518663474,2.8,2.8,2.9,94
1969,TCHC,43.768780728,-79.518663474,2.6,2.8,2.9,94
1969,PRIVATE,43.687585593,-79.392430262,2.9,2.9,2.7,94
1970,PRIVATE,43.688473215,-79.399326038,2.8,2.7,2.9,94
1970,PRIVATE,43.664681208,-79.523720453,3,2.8,2.9,94
1970,PRIVATE,43.6991544673,-79.2978100309,2.8,2.8,2.8,94
1970,PRIVATE,43.755373937,-79.517816895,2.8,2.9,2.9,94
1971,PRIVATE,43.729677828,-79.276229104,2.9,2.8,2.8,94
1971,PRIVATE,43.6985479321,-79.2974887076,3,2.8,3,94
1971,PRIVATE,43.676012059,-79.553552325,2.9,2.8,2.8,94
1971,TCHC,43.792308051,-79.35878168,2.6,2.9,2.7,94
1971,PRIVATE,43.748128034,-79.563243432,2.5,2.8,2.8,94
1971,PRIVATE,43.663994342,-79.403051376,2.9,2.9,2.7,94
1971,PRIVATE,43.7210593551,-79.5047297893,2.9,2.9,2.8,94
1975,PRIVATE,43.745612997,-79.211213593,2.8,2.9,2.7,94
1975,PRIVATE,43.8043562465,-79.1670746426,2.9,2.8,2.7,94
1976,PRIVATE,43.657073675,-79.452365262,3,2.9,2.8,94
1976,PRIVATE,43.7544362323,-79.5871043127,2.8,2.8,2.7,94
1976,PRIVATE,43.657073675,-79.452365262,2.7,2.7,2.8,94
1979,TCHC,43.7204681732,-79.2391056557,2.8,2.8,2.8,94
1979,TCHC,43.650231675,-79.391500138,2.6,2.9,2.7,94
1980,TCHC,43.7366529492,-79.2546800304,2.7,2.9,2.6,94
1980,TCHC,43.658579323,-79.370659613,2.9,2.7,2.8,94
1980,TCHC,43.736551971,-79.254052487,2.8,2.9,2.8,94
1982,SOCIAL HOUSING,43.688879712,-79.491260721,3,2.9,2.7,94
1982,SOCIAL HOUSING,43.685113634,-79.521782409,2.7,2.9,2.8,94
1982,PRIVATE,43.726050381,-79.304738793,2.8,2.8,2.8,94
1983,TCHC,43.673917543,-79.422657829,2.8,2.8,2.8,94
1983,SOCIAL HOUSING,43.770632437,-79.453757527,2.7,2.8,2.7,94
1984,TCHC,43.743739691,-79.567272697,2.8,2.7,2.9,94
1985,SOCIAL HOUSING,43.704298811,-79.346988346,2.8,2.8,2.8,94
1986,TCHC,43.689647687,-79.34190508,2.8,2.8,2.7,94
1986,SOCIAL HOUSING,43.68092861,-79.428209026,3,2.8,2.8,94
1987,SOCIAL HOUSING,43.657882233,-79.348395465,2.8,2.9,2.6,94
1988,SOCIAL HOUSING,43.705765956,-79.424733085,3,2.8,2.9,94
1989,TCHC,43.677137047,-79.344502379,3,2.8,2.8,94
1989,TCHC,43.635062111,-79.437601411,2.5,2.9,2.8,94
1990,TCHC,43.733905678,-79.348918427,2.8,2.8,2.9,94
1992,TCHC,43.65782687,-79.446238612,2.5,2.8,2.8,94
1992,TCHC,43.65782687,-79.446238612,2.7,2.8,2.9,94
1992,TCHC,43.616184075,-79.49590117,2.8,2.9,2.7,94
1993,SOCIAL HOUSING,43.734818534,-79.300588721,2.8,2.9,2.7,94
1994,TCHC,43.720003879,-79.603372534,3,2.8,2.9,94
1995,SOCIAL HOUSING,43.68651895,-79.527651737,3,2.8,2.8,94
1995,SOCIAL HOUSING,43.6890657377,-79.4960622799,2.7,2.9,2.7,94
2005,SOCIAL HOUSING,43.645573462,-79.402433707,2.9,2.9,2.7,94
2008,PRIVATE,43.661847513,-79.429314532,2.8,2.7,2.9,94
2010,TCHC,43.662285791,-79.378210701,2.9,2.8,2.8,94
2019,PRIVATE,43.640120673,-79.422240833,2.5,2.9,2.6,94
2024,TCHC,43.736242234,-79.254212801,2.7,2.9,2.6,94
1900,SOCIAL HOUSING,43.653659388,-79.372693049,2.8,2.9,2.6,95
1910,PRIVATE,43.668007452,-79.382076109,2.9,2.8,3,95
1920,PRIVATE,43.679893419,-79.388330017,3,2.8,2.9,95
1920,PRIVATE,43.6493332023,-79.4831934689,2.6,2.8,2.9,95
1925,PRIVATE,43.680275983,-79.399224134,2.9,2.9,2.8,95
1931,PRIVATE,43.682091902,-79.399998365,2.9,2.8,2.8,95
1932,PRIVATE,43.6754276016,-79.277427743,3,2.8,2.9,95
1937,PRIVATE,43.6747748062,-79.2796021139,2.9,2.8,2.9,95
1943,PRIVATE,43.6857826187,-79.4189403297,2.9,2.8,2.9,95
1947,PRIVATE,43.636070179,-79.487626873,2.8,2.9,2.9,95
1949,PRIVATE,43.650324067,-79.497362719,2.8,2.8,2.9,95
1949,PRIVATE,43.742005825,-79.437300657,2.9,2.9,2.7,95
1949,PRIVATE,43.6839132294,-79.276016525,2.7,2.8,2.9,95
1950,PRIVATE,43.739344531,-79.3421666276,2.9,2.9,2.7,95
1950,PRIVATE,43.708768955,-79.310009028,2.9,2.8,2.9,95
1950,PRIVATE,43.678047094,-79.35889862,2.8,2.9,2.7,95
1950,PRIVATE,43.6115410495,-79.489468582,2.8,2.7,3,95
1951,PRIVATE,43.728756862,-79.3062091197,3,2.9,2.8,95
1952,PRIVATE,43.6093290014,-79.4885909687,3,2.8,2.9,95
1952,PRIVATE,43.710358471,-79.290289103,2.9,2.7,2.9,95
1952,PRIVATE,43.7019615716,-79.4227024565,2.9,2.8,2.9,95
1954,PRIVATE,43.639073561,-79.4920727048,2.7,2.8,2.9,95
1954,SOCIAL HOUSING,43.6753306295,-79.2779449422,2.8,2.8,2.9,95
1954,PRIVATE,43.691392389,-79.392540864,2.8,2.8,2.9,95
1954,PRIVATE,43.7191256895,-79.5181150514,3,2.8,2.9,95
1954,PRIVATE,43.636679641,-79.492405423,2.8,2.8,3,95
1955,PRIVATE,43.7273459768,-79.3025559656,2.9,2.8,2.7,95
1955,PRIVATE,43.6492875275,-79.5040692616,3,2.7,3,95
1955,PRIVATE,43.7284154866,-79.3006056472,2.9,2.8,2.9,95
1955,PRIVATE,43.7284796451,-79.3050102685,2.9,2.9,2.9,95
1955,PRIVATE,43.70796583,-79.302427359,2.8,2.9,2.8,95
1955,PRIVATE,43.7193441753,-79.4807780545,3,2.8,2.9,95
1955,PRIVATE,43.709495707,-79.507666263,2.7,2.8,2.9,95
1955,PRIVATE,43.724263108,-79.264921835,3,2.9,2.7,95
1955,PRIVATE,43.686548252,-79.422644195,3,2.8,2.9,95
1956,PRIVATE,43.636029442,-79.488399037,2.9,2.9,2.7,95
1956,PRIVATE,43.679355025,-79.398110045,2.8,2.8,2.9,95
1956,PRIVATE,43.685070585,-79.342353617,3,2.9,2.7,95
1956,PRIVATE,43.732838048,-79.4361362,2.8,2.8,2.9,95
1957,PRIVATE,43.6158886447,-79.4889237637,2.8,2.9,2.9,95
1957,PRIVATE,43.6403890443,-79.4907013619,3,2.8,2.8,95
1957,PRIVATE,43.689882743,-79.435179809,2.8,2.8,2.8,95
1957,PRIVATE,43.6350512379,-79.4924601948,3,2.8,2.9,95
1958,PRIVATE,43.738040597,-79.307709384,2.9,2.8,2.8,95
1958,PRIVATE,43.639848499,-79.488834564,2.9,2.8,2.8,95
1958,PRIVATE,43.675763032,-79.317523465,2.9,2.8,2.8,95
1958,PRIVATE,43.7343053211,-79.307065705,3,2.8,2.9,95
1958,PRIVATE,43.742830648,-79.435864101,3,2.9,2.8,95
1959,PRIVATE,43.634808178,-79.434763919,2.9,2.8,2.8,95
1959,PRIVATE,43.6979738679,-79.4763948236,2.8,2.8,2.8,95
1959,PRIVATE,43.689842541,-79.398960779,2.8,2.9,2.9,95
1959,PRIVATE,43.736543344,-79.342621785,2.8,2.8,2.9,95
1959,PRIVATE,43.594648159,-79.505643653,2.7,2.9,2.9,95
1959,PRIVATE,43.709259044,-79.267001669,2.9,2.9,2.7,95
1959,PRIVATE,43.729247112,-79.256767774,3,2.9,2.9,95
1959,PRIVATE,43.729247112,-79.256767774,2.9,2.9,2.8,95
1959,PRIVATE,43.689525789,-79.399154737,3,2.9,2.8,95
1959,PRIVATE,43.703250055,-79.526966387,2.8,2.9,2.7,95
1960,PRIVATE,43.726552797,-79.31980992,2.5,2.9,2.9,95
1960,PRIVATE,43.701234202,-79.441021952,2.8,2.9,2.8,95
1960,PRIVATE,43.7305618491,-79.4356927596,2.9,2.8,2.9,95
1960,PRIVATE,43.7525195774,-79.3152926734,3,2.7,3,95
1960,PRIVATE,43.636950344,-79.43560797,2.5,2.8,2.9,95
1960,PRIVATE,43.589971992,-79.542384111,2.8,2.8,2.9,95
1960,PRIVATE,43.63511061,-79.435653216,2.8,2.8,2.9,95
1960,PRIVATE,43.668324,-79.383444564,3,2.8,2.9,95
1960,PRIVATE,43.7309861519,-79.3047834793,2.9,2.9,2.8,95
1960,PRIVATE,43.7525195774,-79.3152926734,2.9,2.9,2.9,95
1960,PRIVATE,43.696598977,-79.475898952,2.9,2.9,2.7,95
1960,PRIVATE,43.7269710792,-79.4040459316,2.8,2.8,3,95
1960,PRIVATE,43.716980201,-79.400164813,2.7,2.9,2.8,95
1960,PRIVATE,43.655402768,-79.455626577,2.7,2.9,2.8,95
1960,PRIVATE,43.669152717,-79.376810925,2.9,2.9,2.9,95
1960,PRIVATE,43.666242047,-79.379864214,2.7,2.8,2.8,95
1960,PRIVATE,43.68894333,-79.349624097,2.8,2.7,3,95
1960,PRIVATE,43.704647768,-79.342701346,2.9,2.8,2.8,95
1960,PRIVATE,43.7402230194,-79.2461237293,2.9,2.9,2.8,95
1961,PRIVATE,43.765315672,-79.184493788,2.8,2.9,2.9,95
1961,PRIVATE,43.765315672,-79.184493788,2.6,2.9,2.9,95
1961,PRIVATE,43.699988773,-79.476672354,2.8,2.9,2.9,95
1962,PRIVATE,43.634377833,-79.434675684,2.6,2.9,2.8,95
1962,PRIVATE,43.635752524,-79.429340078,2.8,2.9,2.9,95
1962,PRIVATE,43.613576463,-79.494935739,2.8,2.9,2.8,95
1962,PRIVATE,43.6982740751,-79.5624045901,3,2.8,2.9,95
1962,PRIVATE,43.63943104,-79.471915958,2.7,2.8,2.9,95
1962,PRIVATE,43.639035157,-79.564993488,2.9,2.9,2.7,95
1962,PRIVATE,43.707505176,-79.455272788,2.5,2.9,2.7,95
1962,PRIVATE,43.639035157,-79.564993488,3,2.9,2.8,95
1962,PRIVATE,43.6352649375,-79.4919665857,2.9,2.8,2.9,95
1963,PRIVATE,43.7598996821,-79.3227165337,2.9,2.7,2.9,95
1963,PRIVATE,43.7601059767,-79.3318752196,2.7,2.8,2.8,95
1963,PRIVATE,43.744489559,-79.540113099,3,2.8,2.9,95
1963,PRIVATE,43.661101768,-79.515869361,3,2.8,2.9,95
1963,PRIVATE,43.7371481492,-79.3412586289,3,2.9,2.8,95
1963,PRIVATE,43.7611846362,-79.3275443337,2.8,2.9,2.8,95
1963,PRIVATE,43.7589413888,-79.2213676768,3,2.8,2.9,95
1964,PRIVATE,43.785336383,-79.446803046,2.7,2.9,2.6,95
1964,PRIVATE,43.7611788697,-79.3897561854,3,2.9,2.7,95
1964,PRIVATE,43.7601779836,-79.3325640814,2.8,2.9,2.9,95
1964,PRIVATE,43.709160334,-79.391292239,2.9,2.9,2.7,95
1964,PRIVATE,43.762813962,-79.316783785,2.9,2.8,2.9,95
1964,PRIVATE,43.695514613,-79.547766738,2.8,2.9,2.6,95
1964,PRIVATE,43.719032697,-79.329817672,2.8,3,2.7,95
1965,PRIVATE,43.703396289,-79.494834359,2.9,2.9,2.7,95
1965,PRIVATE,43.6976143504,-79.3716799058,2.9,2.9,2.8,95
1965,PRIVATE,43.706292347,-79.422652894,2.9,2.8,3,95
1965,PRIVATE,43.747732393,-79.310648196,2.8,2.8,2.8,95
1965,PRIVATE,43.614322279,-79.487294527,3,2.9,2.7,95
1965,PRIVATE,43.627525024,-79.578046138,2.8,2.9,2.7,95
1965,PRIVATE,43.738835643,-79.578717561,3,2.9,2.8,95
1966,PRIVATE,43.704533557,-79.340380533,2.9,2.8,2.9,95
1966,PRIVATE,43.779310199,-79.349851415,2.7,2.9,2.8,95
1966,PRIVATE,43.663190582,-79.519535276,2.7,3,2.7,95
1967,PRIVATE,43.7517314,-79.331966044,3,2.9,2.8,95
1967,PRIVATE,43.695934451,-79.548620626,2.8,2.9,2.6,95
1967,PRIVATE,43.767771719,-79.269841179,2.9,2.9,2.7,95
1967,PRIVATE,43.616593385,-79.486852609,2.7,2.8,2.9,95
1967,PRIVATE,43.635115128,-79.434882093,2.7,2.9,2.9,95
1967,PRIVATE,43.753528497,-79.332105745,2.8,2.8,2.9,95
1967,PRIVATE,43.683502319,-79.411166001,2.7,2.8,2.9,95
1967,PRIVATE,43.7023575152,-79.4173230681,2.9,2.8,2.8,95
1968,PRIVATE,43.7409544272,-79.2260065723,2.9,2.8,2.9,95
1968,PRIVATE,43.678224459,-79.49692804,2.8,2.9,2.7,95
1968,PRIVATE,43.673954035,-79.355447944,3,2.9,2.8,95
1968,PRIVATE,43.666545741,-79.379199316,2.8,2.8,2.8,95
1968,PRIVATE,43.7793949183,-79.231861667,2.9,2.8,2.9,95
1968,PRIVATE,43.744688035,-79.218768113,2.9,2.8,2.9,95
1968,PRIVATE,43.771058443,-79.344641223,3,2.8,2.9,95
1968,PRIVATE,43.67573405,-79.551408627,2.9,2.8,2.9,95
1969,PRIVATE,43.73370569,-79.267965218,3,2.8,2.9,95
1969,PRIVATE,43.786271247,-79.446824384,2.9,2.9,2.7,95
1970,PRIVATE,43.708103056,-79.504454485,2.9,2.9,2.7,95
1970,PRIVATE,43.723806203,-79.492097765,3,2.8,2.9,95
1970,PRIVATE,43.7583695279,-79.2234312468,3,2.8,3,95
1970,PRIVATE,43.688008152,-79.352232015,3,2.8,2.9,95
1970,PRIVATE,43.7880141404,-79.3320111395,2.5,3,2.6,95
1970,PRIVATE,43.7656767876,-79.3428279656,3,2.9,2.9,95
1970,PRIVATE,43.6814135656,-79.2831322282,2.9,2.8,2.9,95
1970,PRIVATE,43.775336545,-79.342323333,3,2.9,2.8,95
1970,PRIVATE,43.667724652,-79.31265581,2.7,2.8,3,95
1970,PRIVATE,43.7629761181,-79.502065617,2.9,2.8,2.8,95
1970,PRIVATE,43.786291194,-79.417827386,2.9,2.8,2.8,95
1970,PRIVATE,43.6872970491,-79.5138247015,2.8,2.8,3,95
1971,PRIVATE,43.7707832946,-79.2843673903,2.9,2.9,2.7,95
1971,PRIVATE,43.757886118,-79.511912431,2.9,2.9,2.8,95
1971,PRIVATE,43.695055074,-79.291784761,2.9,2.8,2.8,95
1972,PRIVATE,43.787093865,-79.467715903,2.8,2.8,2.8,95
1972,PRIVATE,43.65369165,-79.564368582,2.7,2.8,2.9,95
1972,TCHC,43.726764513,-79.250888477,2.9,2.9,2.6,95
1972,PRIVATE,43.7774582202,-79.323301522,2.8,2.9,2.8,95
1973,PRIVATE,43.788199734,-79.195048036,3,2.9,2.7,95
1973,PRIVATE,43.6865969215,-79.3555102879,2.9,2.9,2.9,95
1973,PRIVATE,43.684650604,-79.513964131,3,2.9,2.8,95
1974,PRIVATE,43.782434747,-79.29560748,2.8,2.9,2.8,95
1974,PRIVATE,43.78361436,-79.29623088,2.8,3,2.6,95
1974,TCHC,43.681590896,-79.334021189,2.8,2.8,2.8,95
1975,PRIVATE,43.691064563,-79.469709791,2.7,2.9,2.8,95
1976,PRIVATE,43.7359730644,-79.2190996441,2.8,2.8,2.8,95
1976,PRIVATE,43.7481679361,-79.577118319,3,2.9,2.9,95
1976,PRIVATE,43.753301348,-79.586565549,2.7,2.9,2.7,95
1977,PRIVATE,43.678280098,-79.31012923,2.8,2.8,2.9,95
1978,PRIVATE,43.801321025,-79.304237888,3,2.9,2.8,95
1978,PRIVATE,43.749099512,-79.584064323,3,2.8,2.9,95
1979,PRIVATE,43.662134169,-79.381792776,2.9,2.9,2.6,95
1979,PRIVATE,43.664890999,-79.383181646,2.9,2.8,3,95
1980,TCHC,43.736135217,-79.254613596,2.7,2.9,2.7,95
1980,TCHC,43.736135217,-79.254613596,2.9,2.9,2.8,95
1980,TCHC,43.810377963,-79.36147583,2.4,2.9,2.8,95
1981,SOCIAL HOUSING,43.7409528435,-79.2252456452,2.9,2.9,2.7,95
1982,PRIVATE,43.7261205219,-79.3038237102,2.9,2.9,2.8,95
1984,TCHC,43.7312483321,-79.6118048951,3,2.8,2.9,95
1986,PRIVATE,43.79254847,-79.39077874,2.8,2.8,3,95
1986,PRIVATE,43.68453315,-79.391046883,2.9,2.9,2.8,95
1992,SOCIAL HOUSING,43.691752021,-79.505067791,2.7,2.9,2.7,95
1992,PRIVATE,43.662740116,-79.417400109,3,2.9,2.8,95
1992,TCHC,43.67824727,-79.302446163,2.7,2.8,2.8,95
1992,SOCIAL HOUSING,43.799334653,-79.149625429,2.9,2.9,2.6,95
1992,SOCIAL HOUSING,43.798355204,-79.149608006,3,2.9,2.8,95
1993,SOCIAL HOUSING,43.81394308,-79.290219554,2.9,2.9,2.7,95
1993,SOCIAL HOUSING,43.675421215,-79.413941928,3,2.9,2.8,95
1993,SOCIAL HOUSING,43.668855304,-79.375727382,2.6,2.8,2.9,95
1994,SOCIAL HOUSING,43.767932495,-79.197118281,2.9,2.9,2.8,95
1994,TCHC,43.6579290015,-79.3745956527,2.8,2.9,2.8,95
1994,SOCIAL HOUSING,43.6763328367,-79.4723721039,2.8,2.9,2.7,95
1996,SOCIAL HOUSING,43.6796722353,-79.4718686985,2.9,2.9,2.8,95
2005,SOCIAL HOUSING,43.658372351,-79.367849536,3,2.8,2.9,95
2006,TCHC,43.649017813,-79.367964945,2.7,2.9,2.7,95
2008,TCHC,43.660237712,-79.353034249,2.9,2.9,2.7,95
2010,TCHC,43.660640531,-79.366069469,2.8,3,2.7,95
2018,PRIVATE,43.658443735,-79.383996717,2.8,2.9,2.7,95
1910,PRIVATE,43.650213468,-79.48438852,2.9,2.9,2.9,96
1920,PRIVATE,43.672858863,-79.411257309,3,2.9,2.8,96
1925,PRIVATE,43.680405146,-79.399282271,2.9,2.9,2.9,96
1928,PRIVATE,43.66681502,-79.377171097,3,2.8,2.9,96
1928,PRIVATE,43.66485273,-79.381363791,2.9,3,2.6,96
1928,PRIVATE,43.692655337,-79.397322698,2.8,2.8,2.9,96
1928,PRIVATE,43.668322729,-79.381302256,3,2.9,2.9,96
1929,PRIVATE,43.684541083,-79.4218295295,2.9,2.9,3,96
1930,PRIVATE,43.693814525,-79.4231231926,2.8,2.9,2.7,96
1931,PRIVATE,43.681922414,-79.399892991,3,2.9,2.8,96
1931,PRIVATE,43.672596542,-79.354244373,3,2.8,2.9,96
1934,PRIVATE,43.6654105039,-79.3734599636,3,3,2.9,96
1940,PRIVATE,43.688844282,-79.425852061,3,2.9,2.9,96
1940,PRIVATE,43.649452859,-79.495680667,2.8,2.8,3,96
1950,PRIVATE,43.685885734,-79.4229628704,3,3,2.8,96
1950,PRIVATE,43.738740299,-79.3434691076,2.9,2.9,2.7,96
1950,PRIVATE,43.730876788,-79.4343345171,2.8,3,2.7,96
1950,PRIVATE,43.7110804111,-79.4781906555,3,2.8,2.9,96
1950,PRIVATE,43.6660993738,-79.5203712408,2.8,2.9,2.9,96
1950,PRIVATE,43.6931694269,-79.4699479561,3,2.9,2.8,96
1950,PRIVATE,43.652394933,-79.525845839,2.8,2.8,2.9,96
1951,PRIVATE,43.709183516,-79.309682335,3,3,2.7,96
1952,PRIVATE,43.6384647272,-79.4918242158,2.8,2.9,3,96
1952,PRIVATE,43.664159472,-79.523122885,2.8,2.8,3,96
1952,PRIVATE,43.662211246,-79.520546563,3,2.8,2.9,96
1952,PRIVATE,43.648996752,-79.494971996,2.8,2.9,2.9,96
1953,PRIVATE,43.6978411603,-79.3717629159,3,2.9,2.8,96
1953,PRIVATE,43.602975965,-79.493919748,3,2.9,2.9,96
1954,PRIVATE,43.709999677,-79.402480561,2.8,2.8,3,96
1954,TCHC,43.674784253,-79.307317148,2.8,2.9,2.9,96
1954,PRIVATE,43.6747570284,-79.2771547349,2.7,2.8,2.9,96
1954,PRIVATE,43.702024983,-79.419512245,3,2.8,2.9,96
1954,PRIVATE,43.721259872,-79.433105593,1.9,2.9,3,96
1955,PRIVATE,43.687281699,-79.399728153,2.8,2.8,2.9,96
1955,PRIVATE,43.6387928448,-79.4940708914,3,2.9,3,96
1955,PRIVATE,43.741984483,-79.436422219,3,2.9,2.9,96
1955,PRIVATE,43.687758789,-79.399725515,2.9,2.9,2.8,96
1955,PRIVATE,43.70796583,-79.302427359,2.9,2.9,2.7,96
1955,PRIVATE,43.6109821847,-79.4903809388,3,2.8,2.9,96
1955,PRIVATE,43.7279966031,-79.3068020912,3,2.9,2.9,96
1955,PRIVATE,43.7194896137,-79.5165478577,2.8,2.9,2.9,96
1955,PRIVATE,43.69086838,-79.343018227,2.9,2.8,2.9,96
1955,PRIVATE,43.7088608349,-79.38577257,2.7,2.8,2.9,96
1955,PRIVATE,43.650247254,-79.428597853,3,2.9,2.8,96
1955,PRIVATE,43.6892545764,-79.3481301211,3,2.9,2.9,96
1955,PRIVATE,43.638673179,-79.487219544,2.9,2.8,2.9,96
1955,PRIVATE,43.7284154866,-79.3006056472,2.6,3,2.9,96
1955,PRIVATE,43.688285503,-79.399898958,2.8,2.9,2.7,96
1957,PRIVATE,43.636626404,-79.427648405,2.9,2.9,2.8,96
1957,PRIVATE,43.636626404,-79.427648405,2.9,2.9,2.9,96
1958,PRIVATE,43.700297074,-79.5025588448,3,2.8,2.9,96
1958,PRIVATE,43.612333855,-79.489150548,2.8,2.8,2.9,96
1958,PRIVATE,43.640203358,-79.489677677,2.8,2.9,2.8,96
1958,PRIVATE,43.726271603,-79.431876054,3,2.8,2.9,96
1958,PRIVATE,43.7343053211,-79.307065705,2.7,2.9,2.9,96
1958,PRIVATE,43.700297074,-79.5025588448,3,2.9,2.9,96
1959,PRIVATE,43.729247112,-79.256767774,2.9,2.9,2.8,96
1959,PRIVATE,43.735948407,-79.342481853,3,2.8,2.9,96
1959,PRIVATE,43.7406632771,-79.4927548873,2.8,2.9,2.8,96
1960,PRIVATE,43.723224405,-79.431702814,3,2.9,2.9,96
1960,PRIVATE,43.6580102067,-79.4883644142,2.9,2.8,2.9,96
1960,TCHC,43.682986595,-79.311994302,2.9,2.9,2.8,96
1960,PRIVATE,43.695541815,-79.296047547,2.9,2.9,2.7,96
1960,PRIVATE,43.640715019,-79.488178586,2.8,3,2.7,96
1960,PRIVATE,43.7353799948,-79.3409353127,3,2.9,2.9,96
1960,PRIVATE,43.702327237,-79.348434827,3,2.8,2.9,96
1960,PRIVATE,43.7009028087,-79.449149194,2.9,2.9,2.8,96
1960,PRIVATE,43.653020008,-79.451921964,2.8,2.8,3,96
1960,PRIVATE,43.668593704,-79.378214229,2.8,2.8,2.9,96
1960,PRIVATE,43.6391266318,-79.437146582,2.9,2.9,2.9,96
1960,PRIVATE,43.6382286578,-79.4382671328,2.8,2.8,3,96
1960,PRIVATE,43.723795699,-79.431332706,2.9,2.9,2.8,96
1960,PRIVATE,43.744218943,-79.540977038,2.7,2.9,2.9,96
1960,PRIVATE,43.708089481,-79.410622668,2.8,2.8,2.9,96
1960,PRIVATE,43.727010393,-79.3140806139,3,2.9,2.8,96
1960,PRIVATE,43.703361049,-79.342351105,2.9,2.8,3,96
1960,PRIVATE,43.756000502,-79.240912837,3,2.9,3,96
1960,PRIVATE,43.73875197,-79.425573967,3,2.9,2.9,96
1960,PRIVATE,43.703192937,-79.345826909,3,2.9,2.8,96
1960,PRIVATE,43.7045285856,-79.4267238856,2.8,2.9,2.8,96
1960,PRIVATE,43.74056645,-79.51433144,2.8,2.9,2.9,96
1961,PRIVATE,43.766129136,-79.184866277,2.9,2.9,2.9,96
1961,PRIVATE,43.745443364,-79.326365151,3,2.9,2.9,96
1961,PRIVATE,43.6899236316,-79.3498848765,3,2.8,2.9,96
1961,PRIVATE,43.612371813,-79.487921602,3,2.8,2.9,96
1961,PRIVATE,43.6898006862,-79.3508860504,3,2.8,2.9,96
1962,PRIVATE,43.7604036514,-79.3924866908,2.9,2.9,2.8,96
1962,PRIVATE,43.707697127,-79.45442591,2.9,2.9,2.8,96
1962,PRIVATE,43.74157075,-79.328070218,2.9,2.9,2.8,96
1962,PRIVATE,43.749760837,-79.550868013,2.9,2.9,2.8,96
1962,PRIVATE,43.694565913,-79.396863246,3,2.9,2.9,96
1962,TCHC,43.68051548,-79.292110495,2.9,2.9,2.8,96
1962,PRIVATE,43.7611222484,-79.3926873718,2.9,2.9,2.7,96
1962,PRIVATE,43.757154574,-79.436224864,2.6,3,2.7,96
1963,PRIVATE,43.7399748227,-79.308126745,3,2.9,2.9,96
1963,PRIVATE,43.724961044,-79.274811017,2.9,2.9,2.8,96
1963,PRIVATE,43.7408614769,-79.3286037917,3,2.9,2.8,96
1963,PRIVATE,43.724961044,-79.274811017,2.9,2.9,2.8,96
1964,PRIVATE,43.7710438597,-79.4492292912,3,2.8,2.9,96
1964,TCHC,43.703580346,-79.279521109,2.6,2.9,2.8,96
1964,PRIVATE,43.786068139,-79.447732237,2.6,2.9,2.9,96
1964,PRIVATE,43.702592381,-79.342924935,2.9,2.9,2.8,96
1964,PRIVATE,43.7039163389,-79.4253300731,3,2.9,2.9,96
1965,PRIVATE,43.705715201,-79.425361614,2.6,2.8,2.9,96
1965,PRIVATE,43.635614097,-79.428494854,2.9,2.9,2.8,96
1965,PRIVATE,43.667777746,-79.383098557,2.9,2.9,2.8,96
1965,PRIVATE,43.6861472911,-79.4191187193,2.8,3,2.6,96
1965,PRIVATE,43.684079798,-79.419060506,2.7,2.9,2.9,96
1965,PRIVATE,43.722654944,-79.5130447411,3,2.9,2.9,96
1965,PRIVATE,43.724681573,-79.430426528,3,2.9,2.9,96
1965,PRIVATE,43.77772548,-79.34897819,2.8,2.9,2.9,96
1965,PRIVATE,43.689950359,-79.345087457,2,2.9,2.9,96
1965,PRIVATE,43.634517342,-79.428882498,2.7,2.8,2.9,96
1965,PRIVATE,43.752982924,-79.40413326,3,2.9,2.9,96
1965,PRIVATE,43.6895733735,-79.3465420209,2.9,2.9,2.8,96
1966,PRIVATE,43.7443211202,-79.1973052974,2.8,3,2.7,96
1966,PRIVATE,43.6806469466,-79.5103162763,2.9,2.9,2.9,96
1967,PRIVATE,43.7604975469,-79.3303911493,3,2.9,2.9,96
1967,TCHC,43.684753015,-79.295439716,2.9,2.9,2.8,96
1967,PRIVATE,43.787814029,-79.447585959,2.9,2.9,2.9,96
1967,PRIVATE,43.7661120765,-79.200010227,2.8,2.9,2.8,96
1967,PRIVATE,43.610859496,-79.550105854,3,2.9,2.9,96
1967,PRIVATE,43.703280028,-79.438740603,3,2.9,2.9,96
1967,PRIVATE,43.7353054239,-79.2199852938,3,2.9,2.9,96
1968,PRIVATE,43.713486559,-79.2466803233,2.9,2.9,2.8,96
1968,PRIVATE,43.67573405,-79.551408627,2.9,2.8,2.9,96
1968,PRIVATE,43.673936999,-79.356106294,2.9,2.9,2.9,96
1968,PRIVATE,43.7869738317,-79.3519406664,3,2.9,2.9,96
1968,PRIVATE,43.676251271,-79.552119041,2.9,2.8,2.9,96
1968,PRIVATE,43.669069472,-79.37171783,2.9,2.9,2.8,96
1968,TCHC,43.7145219871,-79.2681489006,2.9,2.9,2.8,96
1969,PRIVATE,43.712680401,-79.393055375,2.9,2.9,2.9,96
1969,PRIVATE,43.688981752,-79.396725568,2.8,2.8,2.9,96
1969,TCHC,43.7778550011,-79.2300331798,2.9,2.9,2.9,96
1969,PRIVATE,43.6708658247,-79.3728064407,2.9,2.9,2.9,96
1969,PRIVATE,43.682860253,-79.357706655,3,2.9,2.9,96
