YEAR BUILT,PROPERTY TYPE,LATITUDE,LONGITUDE,COSMETIC,HIGH,MODERATE,OVERALL
1958,PRIVATE,43.7207617209,-79.5064382692,2.4,2.5,2.2,78
1958,PRIVATE,43.665240584,-79.521168862,1.7,2.5,2.2,78
1958,PRIVATE,43.753413504,-79.452055484,1.8,2.6,2.1,78
1959,PRIVATE,43.7746707581,-79.4407135856,2.1,2.4,2.1,78
1960,PRIVATE,43.6812983085,-79.4909278516,1.3,2.4,2.3,78
1960,PRIVATE,43.6867361824,-79.3548678509,1.2,2.7,2,78
1961,PRIVATE,43.704952062,-79.424249279,2.6,2.5,2.1,78
1961,TCHC,43.662525313,-79.371459917,2.4,2.6,1.9,78
1961,PRIVATE,43.741069981,-79.31303466,2.2,2.6,2.1,78
1964,TCHC,43.65586332,-79.366647156,2.2,2.3,2.3,78
1967,PRIVATE,43.7089112814,-79.4794304788,2.2,2.6,1.9,78
1969,PRIVATE,43.7418275772,-79.221378358,2.7,2.3,2.5,78
1969,PRIVATE,43.7577107844,-79.4909188845,2.2,2.4,2.2,78
1969,TCHC,43.670607632,-79.374814757,2,2.7,1.9,78
1970,PRIVATE,43.668417027,-79.312246964,2.6,2.3,2.3,78
1970,SOCIAL HOUSING,43.7013834487,-79.2975566964,2.4,2.5,2.1,78
1970,PRIVATE,43.7035776497,-79.5492233546,2.2,2.5,2.1,78
1970,PRIVATE,43.745065572,-79.594920557,2.5,2.5,2.1,78
1970,PRIVATE,43.724259229,-79.429505581,1.9,2.3,2.3,78
1970,PRIVATE,43.667904365,-79.312792617,2.5,2.2,2.4,78
1972,TCHC,43.76703953,-79.195497441,2.7,2.3,2.5,78
1972,TCHC,43.675646313,-79.569749625,1.7,2.7,2,78
1972,PRIVATE,43.75062129,-79.544032103,2.4,2.4,2.3,78
1973,TCHC,43.791447811,-79.369332403,2.7,2.4,2.2,78
1974,TCHC,43.767984127,-79.185347094,2.2,2.4,2.2,78
1975,PRIVATE,43.773718226,-79.522486744,2.5,2.2,2.4,78
1975,PRIVATE,43.671090079,-79.293872452,1.9,2.5,2.2,78
1977,PRIVATE,43.663342704,-79.521030395,2.6,2.3,2.4,78
1980,TCHC,43.662174654,-79.362077852,2.6,2.3,2.3,78
2004,PRIVATE,43.680034034,-79.357751452,2.7,2.4,2.2,78
1910,PRIVATE,43.663968352,-79.3730104483,2.7,2.5,2.3,79
1910,PRIVATE,43.650362426,-79.4845039565,1.3,2.6,2.2,79
1916,SOCIAL HOUSING,43.682380018,-79.417661578,2.5,2.5,2.2,79
1917,PRIVATE,43.6396109365,-79.4394716965,2.7,2.3,2.6,79
1920,PRIVATE,43.684313363,-79.4114493944,2,2.6,2.1,79
1927,PRIVATE,43.672476824,-79.322298173,1.2,2.9,1.9,79
1928,PRIVATE,43.66485273,-79.381363791,2.7,2.5,1.9,79
1929,PRIVATE,43.652849679,-79.469860803,1.6,2.5,2.5,79
1930,PRIVATE,43.6621204502,-79.4285552093,1.5,2.6,2.2,79
1930,PRIVATE,43.653199472,-79.430277706,2.5,2.5,2.3,79
1938,PRIVATE,43.687399651,-79.398937696,2.4,2.6,2,79
1940,PRIVATE,43.688423918,-79.269500963,2.7,2.3,2.6,79
1947,PRIVATE,43.684372523,-79.421091966,1.6,2.5,2.4,79
1949,PRIVATE,43.743039171,-79.437698907,1.4,2.6,2.4,79
1950,PRIVATE,43.6528825044,-79.4321278569,1.9,2.7,2,79
1950,PRIVATE,43.6846976154,-79.4212142152,2.2,2.3,2.2,79
1950,PRIVATE,43.614877713,-79.486956348,1.7,2.6,2.1,79
1950,PRIVATE,43.708358407,-79.3011672055,2.6,2.5,2.3,79
1950,PRIVATE,43.730431165,-79.459609938,2.7,2.6,2.2,79
1953,PRIVATE,43.731422676,-79.462207826,2.6,2.5,2.1,79
1954,PRIVATE,43.715197605,-79.359028944,2.9,2.3,2.3,79
1954,PRIVATE,43.698018527,-79.440735732,2.6,2.4,2.3,79
1955,PRIVATE,43.671416122,-79.401975537,2.7,2.3,2.4,79
1955,PRIVATE,43.698108301,-79.440351397,2.5,2.4,2.2,79
1955,PRIVATE,43.715706646,-79.4800366,2.5,2.5,2.2,79
1955,PRIVATE,43.705650768,-79.389450583,2.5,2.4,2.3,79
1955,PRIVATE,43.746615983,-79.435910637,2.8,2.2,2.5,79
1956,PRIVATE,43.722174484,-79.299561426,2.8,2.3,2.4,79
1957,PRIVATE,43.731732755,-79.438166679,2.8,2.1,2.6,79
1957,PRIVATE,43.64777708,-79.525849535,2.4,2.6,2.2,79
1957,PRIVATE,43.731796593,-79.437939362,2.3,2.3,2.5,79
1958,PRIVATE,43.7210302198,-79.5035704823,2.6,2.5,1.9,79
1959,PRIVATE,43.7010141421,-79.44216061,2.7,2.1,2.7,79
1959,TCHC,43.64915521,-79.432415582,2.5,2.5,1.9,79
1960,SOCIAL HOUSING,43.696995408,-79.445428493,2.3,2.3,2.3,79
1960,PRIVATE,43.731679003,-79.438369878,2.8,2.2,2.6,79
1960,PRIVATE,43.690686289,-79.455914851,1.7,2.6,2.1,79
1960,PRIVATE,43.6924423305,-79.478539855,1.9,2.6,2.2,79
1960,PRIVATE,43.7417156898,-79.2228457117,2.4,2.4,2.4,79
1960,PRIVATE,43.707964508,-79.50552763,2.6,2.3,2.3,79
1960,PRIVATE,43.601498978,-79.498002186,2.3,2.3,2.4,79
1960,PRIVATE,43.756840819,-79.241965176,2.1,2.6,2.3,79
1960,PRIVATE,43.7076566166,-79.3014278686,1.6,2.6,2.1,79
1961,PRIVATE,43.7542817495,-79.2640565707,2.3,2.5,2.2,79
1961,PRIVATE,43.744527226,-79.2154577667,2.6,2.5,2.2,79
1962,PRIVATE,43.763205849,-79.3169546412,2.5,2.4,2.3,79
1963,PRIVATE,43.6945457647,-79.45447448,2.4,2.4,2.2,79
1963,PRIVATE,43.589265093,-79.531395181,2.7,2.4,2.4,79
1964,PRIVATE,43.734306073,-79.433720291,2.5,2.3,2.5,79
1964,PRIVATE,43.7552486601,-79.2439639688,1.8,2.6,2,79
1964,PRIVATE,43.7238402109,-79.5089780536,1.6,2.4,2.5,79
1965,PRIVATE,43.747732393,-79.310648196,2,2.3,2.4,79
1965,PRIVATE,43.665663058,-79.379895333,1.6,2.5,2.4,79
1965,PRIVATE,43.7058159732,-79.4929514926,1.7,2.6,2.3,79
1967,PRIVATE,43.7370346448,-79.2585189025,2.4,2.6,2.2,79
1968,PRIVATE,43.6728637523,-79.4916650817,2.4,2.3,2.4,79
1968,TCHC,43.66925972,-79.457795659,2.5,2.5,2.1,79
1968,PRIVATE,43.7728864941,-79.4432661421,2.7,2.4,2.2,79
1968,PRIVATE,43.688636624,-79.50342902,2.6,2.3,2.3,79
1970,TCHC,43.763475642,-79.2053061322,2.6,2.5,2.1,79
1970,PRIVATE,43.658392798,-79.567580772,2,2.5,2.4,79
1971,PRIVATE,43.640023653,-79.563923317,2.2,2.7,2,79
1971,PRIVATE,43.685232013,-79.520637663,1.9,2.6,2.2,79
1972,PRIVATE,43.7240484372,-79.5118150261,2.8,2.3,2.4,79
1972,PRIVATE,43.6708548485,-79.3850117463,2,2.5,2.1,79
1975,PRIVATE,43.803770364,-79.164808425,2.7,2.5,2.1,79
1980,TCHC,43.646859159,-79.369670022,2.4,2.4,2.4,79
1984,SOCIAL HOUSING,43.7009920215,-79.5153630558,2.1,2.5,1.9,79
1990,SOCIAL HOUSING,43.694997529,-79.448931215,2.3,2.7,2,79
2008,SOCIAL HOUSING,43.66759196,-79.375398711,2.5,2.5,2.3,79
2024,PRIVATE,43.640614384,-79.437848643,1.8,2.6,2.1,79
1910,PRIVATE,43.6633746222,-79.3733862471,1.8,2.4,2.5,80
1920,PRIVATE,43.672662921,-79.286123968,1.7,2.6,2.1,80
1921,PRIVATE,43.663704356,-79.327142442,2.3,2.4,2.4,80
1926,PRIVATE,43.688051395,-79.424138728,2.1,2.6,2.2,80
1940,PRIVATE,43.6972667157,-79.3072954305,2,2.4,2.3,80
1940,PRIVATE,43.6972709992,-79.3716069474,1.8,2.5,2.5,80
1940,PRIVATE,43.649452859,-79.495680667,2.8,2.3,2.4,80
1950,PRIVATE,43.705683574,-79.402178392,2.2,2.6,2.1,80
1950,PRIVATE,43.7233585034,-79.508865507,2,2.4,2.5,80
1950,PRIVATE,43.6713533112,-79.2926872209,2.7,2.3,2.4,80
1950,PRIVATE,43.7500704294,-79.4375522258,2,2.5,2.4,80
1950,PRIVATE,43.7200316288,-79.5141632262,2.6,2.4,2.4,80
1952,PRIVATE,43.684405439,-79.444159444,1.6,2.8,2.1,80
1953,PRIVATE,43.63944932,-79.491942098,2.2,2.4,2.5,80
1954,PRIVATE,43.735338064,-79.484558662,1.7,2.6,2.3,80
1954,PRIVATE,43.709683809,-79.506895032,1.7,2.5,2.4,80
1955,TCHC,43.7064506482,-79.4893217524,2.9,2.5,2.4,80
1955,PRIVATE,43.746147891,-79.4365743,2.7,2.4,2.3,80
1955,PRIVATE,43.729451537,-79.4831202,2.3,2.4,2.5,80
1955,PRIVATE,43.6418182703,-79.4734954381,1.9,2.5,2.4,80
1956,PRIVATE,43.708477676,-79.3002028238,1.9,2.6,2.2,80
1957,PRIVATE,43.7312468474,-79.4350947761,1.9,2.6,2.2,80
1957,TCHC,43.718500015,-79.447329934,1.7,2.3,2.5,80
1957,TCHC,43.718613593,-79.442694709,2.3,2.7,2.1,80
1958,PRIVATE,43.6890952984,-79.4358713128,2.8,2.5,2.3,80
1958,PRIVATE,43.687311357,-79.423463821,2.8,2.6,2.1,80
1958,PRIVATE,43.732772207,-79.436439101,2.8,2.5,2.2,80
1958,PRIVATE,43.7184264423,-79.4794939296,1.7,2.7,2.1,80
1959,PRIVATE,43.714044601,-79.452602064,2.8,2.3,2.5,80
1959,PRIVATE,43.702284748,-79.439656353,2.5,2.4,2.6,80
1960,PRIVATE,43.728721624,-79.276979148,2.3,2.5,2.1,80
1960,PRIVATE,43.6919981634,-79.4636000249,2.3,2.5,2.2,80
1960,PRIVATE,43.696310244,-79.506587145,2,2.5,2.3,80
1960,PRIVATE,43.6895687051,-79.3520550359,1.7,2.6,2.1,80
1960,PRIVATE,43.664763936,-79.378128487,1.6,2.5,2.2,80
1960,PRIVATE,43.696269025,-79.446070579,2.2,2.3,2.6,80
1960,PRIVATE,43.7081344866,-79.3018433113,2.2,2.5,2.4,80
1960,PRIVATE,43.7077283573,-79.3012700088,2.6,2.5,2.3,80
1961,PRIVATE,43.708279246,-79.410640011,2.6,2.4,2.4,80
1962,TCHC,43.68051548,-79.292110495,1.2,2.5,2.4,80
1962,PRIVATE,43.703946444,-79.424475355,2.2,2.4,2.4,80
1962,PRIVATE,43.7071746852,-79.2972112317,1.7,2.6,2.3,80
1964,PRIVATE,43.70953529,-79.392399206,2.3,2.5,2.4,80
1964,PRIVATE,43.671145731,-79.400916019,2.7,2.1,2.8,80
1964,TCHC,43.65586332,-79.366647156,2,2.6,2.1,80
1965,PRIVATE,43.683178102,-79.4735022306,1.8,2.6,2.3,80
1965,PRIVATE,43.702747493,-79.439790587,1.6,2.4,2.4,80
1965,PRIVATE,43.704562061,-79.527428218,2.4,2.7,2.1,80
1965,PRIVATE,43.7246876159,-79.5089652958,2.5,2.5,2.3,80
1965,PRIVATE,43.691669118,-79.356463305,2.3,2.4,2.3,80
1965,PRIVATE,43.7449791335,-79.2174778122,2.5,2.3,2.5,80
1966,PRIVATE,43.651457871,-79.39239786,2.4,2.4,2.3,80
1966,PRIVATE,43.6770075216,-79.3095598488,1.4,2.7,2.1,80
1967,PRIVATE,43.7089112814,-79.4794304788,2.5,2.4,2.1,80
1967,PRIVATE,43.686628503,-79.4207223391,2.4,2.4,2.4,80
1967,PRIVATE,43.7089535721,-79.4805254034,2.4,2.8,1.9,80
1967,PRIVATE,43.671558224,-79.401099408,2.6,2.5,2.3,80
1968,PRIVATE,43.716007499,-79.3362261,2.3,2.6,2.1,80
1968,PRIVATE,43.669299729,-79.400091636,2.8,2.5,2.1,80
1968,PRIVATE,43.702819032,-79.418223715,2.1,2.3,2.3,80
1968,PRIVATE,43.6951212,-79.446949308,2.5,2.4,2.4,80
1969,PRIVATE,43.731797882,-79.48371229,2.8,2.4,2.4,80
1969,PRIVATE,43.673636335,-79.391647025,2.8,2.5,2.2,80
1970,PRIVATE,43.6964928212,-79.4764300653,2.3,2.5,2.4,80
1970,TCHC,43.763624835,-79.2044874649,2.8,2.4,2.3,80
1970,PRIVATE,43.783295752,-79.416957822,2,2.4,2.3,80
1971,PRIVATE,43.700017847,-79.2530664991,2.2,2.3,2.5,80
1971,PRIVATE,43.7424264798,-79.2319698725,2.3,2.6,2.1,80
1972,PRIVATE,43.7240484372,-79.5118150261,2.8,2.3,2.4,80
1974,PRIVATE,43.765729846,-79.510950199,2.4,2.6,2.1,80
1975,PRIVATE,43.8042493963,-79.1676352467,2.3,2.5,2.2,80
1975,PRIVATE,43.657702206,-79.370243657,1.6,2.6,2.3,80
1985,PRIVATE,43.658939704,-79.442667496,2.6,2.4,2.3,80
1985,SOCIAL HOUSING,43.678459127,-79.301455802,2.2,2.5,2.3,80
1988,TCHC,43.634582958,-79.400007688,2.5,2.3,2.3,80
2009,SOCIAL HOUSING,43.690839177,-79.473005863,2.3,2.6,2.2,80
1897,SOCIAL HOUSING,43.641037738,-79.437166835,2.5,2.6,2.2,81
1904,PRIVATE,43.661081408,-79.412672813,1.9,2.5,2.4,81
1905,PRIVATE,43.653182785,-79.429268774,2.5,2.3,2.8,81
1905,PRIVATE,43.672755617,-79.288300453,2.4,2.5,2.4,81
1916,PRIVATE,43.637596107,-79.435005866,1.9,2.5,2.5,81
1917,PRIVATE,43.6398204138,-79.4395890301,2.2,2.4,2.4,81
1920,PRIVATE,43.66676056,-79.352874184,1.7,2.5,2.3,81
1923,PRIVATE,43.663884679,-79.382638254,2.6,2.7,2.2,81
1927,PRIVATE,43.6703285166,-79.302100905,2.8,2.5,2.4,81
1928,PRIVATE,43.684456938,-79.420554524,2.5,2.3,2.5,81
1930,PRIVATE,43.687380058,-79.422339547,2,2.4,2.4,81
1935,PRIVATE,43.705544597,-79.402852447,2.6,2.4,2.5,81
1938,PRIVATE,43.687928095,-79.423663203,2.4,2.6,2.1,81
1938,PRIVATE,43.68592338,-79.418139695,2.7,2.4,2.4,81
1940,PRIVATE,43.705092485,-79.405001888,2.7,2.4,2.4,81
1940,PRIVATE,43.713606404,-79.397782703,2.2,2.5,2.3,81
1941,PRIVATE,43.725849397,-79.401345968,2.7,2.5,2.3,81
1945,PRIVATE,43.683961366,-79.443796242,2.8,2.3,2.4,81
1947,PRIVATE,43.703748004,-79.365309041,2,2.5,2.6,81
1950,PRIVATE,43.704214042,-79.373842189,2,2.5,2.5,81
1950,PRIVATE,43.690864521,-79.265477585,2.1,2.7,2.1,81
1950,PRIVATE,43.6958957946,-79.3187940759,2.3,2.2,2.6,81
1951,PRIVATE,43.71097111,-79.308250328,2.5,2.4,2.3,81
1953,PRIVATE,43.665494642,-79.521179829,2.4,2.3,2.5,81
1953,PRIVATE,43.636181771,-79.48992422,2.6,2.5,2.3,81
1954,PRIVATE,43.7303493806,-79.3045356684,2,2.5,2.2,81
1955,PRIVATE,43.705039078,-79.405292084,2.2,2.5,2.3,81
1955,PRIVATE,43.711239436,-79.403626743,1.7,2.6,2.1,81
1955,PRIVATE,43.682622252,-79.305233621,2.2,2.5,2.3,81
1956,PRIVATE,43.732489237,-79.434967025,2.7,2.6,2.1,81
1956,PRIVATE,43.637708415,-79.493537791,2.5,2.5,2.4,81
1957,TCHC,43.719074422,-79.441290791,2.4,2.8,2.1,81
1957,PRIVATE,43.731256414,-79.438819074,1.8,2.7,2.3,81
1958,PRIVATE,43.733380914,-79.43358678,2.7,2.5,2.3,81
1960,PRIVATE,43.7100135211,-79.4787756914,1.9,2.7,2.4,81
1960,PRIVATE,43.704430596,-79.442323736,1.8,2.5,2.4,81
1960,PRIVATE,43.736808651,-79.446539403,2.6,2.4,2.4,81
1960,PRIVATE,43.6684734257,-79.4081015431,2.3,2.5,2.3,81
1960,PRIVATE,43.771729636,-79.187902366,2,2.5,2.4,81
1960,PRIVATE,43.702892169,-79.348433998,2.4,2.6,2.4,81
1960,PRIVATE,43.722816847,-79.494843762,2.7,2.3,2.4,81
1960,PRIVATE,43.6035699967,-79.4939393682,2.3,2.3,2.5,81
1960,PRIVATE,43.690005138,-79.3473462315,2.7,2.3,2.5,81
1961,PRIVATE,43.6991965655,-79.478055589,2.4,2.6,2.2,81
1962,PRIVATE,43.7607627903,-79.3217087274,2.1,2.7,2.1,81
1963,PRIVATE,43.741909452,-79.486128625,2.7,2.3,2.6,81
1963,PRIVATE,43.6640961132,-79.3738282072,2.6,2.6,2.1,81
1965,PRIVATE,43.7307766314,-79.4372931994,2.2,2.4,2.3,81
1965,PRIVATE,43.6983227203,-79.4785516514,1.7,2.8,2,81
1965,PRIVATE,43.709723233,-79.393094085,2.4,2.6,2.2,81
1966,PRIVATE,43.750896864,-79.31418886,2.5,2.6,2.1,81
1967,PRIVATE,43.646232595,-79.473567835,1.7,2.5,2.4,81
1967,PRIVATE,43.70347896,-79.34026593,2.9,2.3,2.5,81
1968,PRIVATE,43.73187939,-79.576001495,1.8,2.8,2,81
1968,PRIVATE,43.763477245,-79.345900416,2.3,2.5,2.2,81
1969,PRIVATE,43.651789923,-79.562524831,2.4,2.5,2.2,81
1969,PRIVATE,43.678851518,-79.377558285,2.6,2.1,2.8,81
1969,PRIVATE,43.648906311,-79.568879209,1.9,2.8,2,81
1969,PRIVATE,43.732716826,-79.436724648,1.7,2.7,2.3,81
1970,TCHC,43.736255093,-79.256313276,2.6,2.5,2.4,81
1970,TCHC,43.753748768,-79.48953565,2.5,2.4,2.4,81
1971,PRIVATE,43.7001107344,-79.2530513006,2.7,2.4,2.3,81
1971,TCHC,43.754337904,-79.516168233,2.5,2.6,2.2,81
1972,PRIVATE,43.663569575,-79.357948805,2.4,2.5,2.4,81
1972,TCHC,43.76016812,-79.507896791,2.5,2.5,2.3,81
1972,SOCIAL HOUSING,43.675546866,-79.398129089,2.4,2.7,2,81
1973,TCHC,43.790919576,-79.368770753,2.6,2.5,2.3,81
1974,PRIVATE,43.768253079,-79.348097823,2.3,2.6,2.2,81
1974,PRIVATE,43.667270761,-79.44567156,2.6,2.5,2.4,81
1975,PRIVATE,43.8035984436,-79.1642967087,2.6,2.6,2.2,81
1984,TCHC,43.671910844,-79.38519572,2.2,2.5,2.3,81
1985,TCHC,43.657081225,-79.361524441,2.2,2.3,2.5,81
1987,SOCIAL HOUSING,43.680516169,-79.310280727,2.5,2.6,2.2,81
1991,TCHC,43.651211633,-79.390479351,2.6,2.5,2.2,81
1992,SOCIAL HOUSING,43.6611021065,-79.3502357937,2.5,2.5,2.2,81
1994,SOCIAL HOUSING,43.6500861,-79.366016015,1.9,2.7,2.2,81
1996,SOCIAL HOUSING,43.64506279,-79.415605409,2.3,2.5,2.2,81
2003,PRIVATE,43.646952835,-79.400327358,2.2,2.5,2.4,81
2023,PRIVATE,43.722622055,-79.299806622,2.8,2.3,2.6,81
2024,PRIVATE,43.669233242,-79.445930587,2.8,2.7,2.2,81
1973,TCHC,43.791324573,-79.369928562,2.7,2.7,2.2,81.1
1889,PRIVATE,43.66011162,-79.372824599,2,2.5,2.3,82
1896,PRIVATE,43.65893363,-79.372350493,2.5,2.5,2.3,82
1900,PRIVATE,43.710106124,-79.40052975,2.4,2.5,2.4,82
1900,PRIVATE,43.675239791,-79.402243816,1.3,2.4,2.6,82
1910,PRIVATE,43.678231531,-79.440608667,2.2,2.7,2.2,82
1911,PRIVATE,43.667114664,-79.382108906,2.5,2.2,2.8,82
1913,PRIVATE,43.675054533,-79.433043883,2.4,2.7,2.2,82
1915,PRIVATE,43.669198907,-79.384815824,2.2,2.7,2.3,82
1920,PRIVATE,43.682089803,-79.422328611,1.7,2.7,2.3,82
1927,PRIVATE,43.691667031,-79.396207889,1.7,2.6,2.2,82
1929,PRIVATE,43.676873305,-79.359171766,1.9,2.6,2.6,82
1929,PRIVATE,43.689658208,-79.413490669,2.8,2.5,2.4,82
1930,PRIVATE,43.704458501,-79.406220747,2.6,2.4,2.5,82
1930,SOCIAL HOUSING,43.6830936206,-79.4174370824,2.1,2.5,2.4,82
1935,PRIVATE,43.679343031,-79.295044635,2.7,2.5,2.4,82
1940,PRIVATE,43.650137633,-79.426725646,2,2.5,2.3,82
1944,PRIVATE,43.647625728,-79.491336413,2.2,2.3,2.6,82
1948,PRIVATE,43.687855329,-79.420634096,2.6,2.4,2.6,82
1950,PRIVATE,43.7104582053,-79.4787969775,2,2.7,2.4,82
1950,PRIVATE,43.7200316288,-79.5141632262,2.6,2.6,2.2,82
1950,PRIVATE,43.592678405,-79.527798887,2.6,2.5,2.6,82
1952,PRIVATE,43.709488115,-79.402619009,2.6,2.5,2.5,82
1952,PRIVATE,43.6369236012,-79.4910603874,2.7,2.4,2.4,82
1952,PRIVATE,43.63657927,-79.440333406,2.4,2.5,2.3,82
1953,PRIVATE,43.720999669,-79.480306804,1.8,2.8,2.1,82
1953,PRIVATE,43.6647873708,-79.521769522,1.7,2.6,2.3,82
1953,PRIVATE,43.7391666811,-79.4208996386,2.7,2.4,2.3,82
1954,PRIVATE,43.691392389,-79.392540864,2.5,2.6,2.3,82
1954,PRIVATE,43.708752503,-79.505736603,2.4,2.6,2.3,82
1955,PRIVATE,43.592642047,-79.527957262,2.6,2.6,2.3,82
1956,PRIVATE,43.742400258,-79.436564659,3,2.3,2.5,82
1957,PRIVATE,43.70619654,-79.478133779,2.6,2.6,2.4,82
1957,PRIVATE,43.731503933,-79.438923714,1.8,2.7,2.3,82
1957,PRIVATE,43.7031541679,-79.4167347676,2.5,2.7,2.1,82
1957,PRIVATE,43.6748716677,-79.2794749048,2.7,2.5,2.3,82
1959,TCHC,43.64915521,-79.432415582,2.3,2.5,2.4,82
1959,PRIVATE,43.749436557,-79.548159932,2.5,2.6,2.3,82
1959,PRIVATE,43.765626586,-79.37941856,2.5,2.4,2.4,82
1960,PRIVATE,43.639823941,-79.451749578,2.4,2.5,2.4,82
1960,PRIVATE,43.70253462,-79.347251054,2.6,2.6,2.3,82
1960,PRIVATE,43.704142239,-79.366275358,2.6,2.3,2.8,82
1960,PRIVATE,43.6901802486,-79.3829319202,2.8,2.3,2.8,82
1960,PRIVATE,43.637063036,-79.429190138,2.4,2.4,2.5,82
1960,PRIVATE,43.74168494,-79.539660812,2,2.7,2.3,82
1960,PRIVATE,43.70777445,-79.248713747,2.6,2.3,2.5,82
1960,PRIVATE,43.73213166,-79.483841512,1.9,2.5,2.5,82
1960,PRIVATE,43.7111056713,-79.4789091508,1.3,2.8,2.3,82
1961,TCHC,43.6562993679,-79.3909386716,2.5,2.5,2.3,82
1962,PRIVATE,43.702195489,-79.343701311,2,2.7,2.1,82
1962,PRIVATE,43.634604022,-79.426092351,2.5,2.4,2.5,82
1962,PRIVATE,43.694646279,-79.555063829,2.5,2.5,2.4,82
1962,PRIVATE,43.705269832,-79.4911827537,2.1,2.7,2.1,82
1962,PRIVATE,43.613576463,-79.494935739,1.9,2.4,2.6,82
1962,PRIVATE,43.70679969,-79.48744729,2.1,2.6,2.3,82
1962,PRIVATE,43.722615158,-79.306619676,1.7,2.5,2.4,82
1963,PRIVATE,43.696522561,-79.540704306,2.5,2.5,2.3,82
1963,PRIVATE,43.731084561,-79.576700252,1.9,2.5,2.5,82
1964,PRIVATE,43.670774446,-79.370931083,2.5,2.6,2.4,82
1964,TCHC,43.655849077,-79.367907347,2.3,2.5,2.3,82
1964,PRIVATE,43.734306073,-79.433720291,2.4,2.6,2.1,82
1965,PRIVATE,43.743403556,-79.494536418,2.7,2.5,2.3,82
1965,PRIVATE,43.644918456,-79.435885913,2.5,2.6,2.3,82
1966,PRIVATE,43.7517238195,-79.3143707442,2.6,2.5,2.5,82
1967,PRIVATE,43.699408056,-79.512868161,2.3,2.6,2.3,82
1967,PRIVATE,43.688457232,-79.391167763,2.6,2.6,2.2,82
1967,PRIVATE,43.699055369,-79.511968681,2.1,2.5,2.5,82
1968,PRIVATE,43.68202649,-79.565970029,2.5,2.7,2.1,82
1968,PRIVATE,43.678668476,-79.550611679,2.6,2.3,2.6,82
1968,PRIVATE,43.638981971,-79.431049799,2.4,2.4,2.5,82
1968,PRIVATE,43.758703876,-79.491338263,2.3,2.5,2.4,82
1968,PRIVATE,43.763477245,-79.345900416,2.5,2.7,2.2,82
1969,PRIVATE,43.770708386,-79.45171713,2.5,2.5,2.3,82
1969,PRIVATE,43.792379298,-79.442796041,1.9,2.6,2.3,82
1970,PRIVATE,43.6893077444,-79.4610170083,2.3,2.3,2.5,82
1970,PRIVATE,43.722377951,-79.300224712,2.9,2.3,2.6,82
1970,TCHC,43.763475642,-79.2053061322,2.7,2.3,2.4,82
1970,PRIVATE,43.615431894,-79.487885983,1.6,2.6,2.3,82
1970,PRIVATE,43.664681208,-79.523720453,2.7,2.5,2.3,82
1972,PRIVATE,43.707516613,-79.534704529,2.5,2.7,2.2,82
1972,TCHC,43.726954137,-79.252290284,2.5,2.6,2.3,82
1973,TCHC,43.702256036,-79.548440591,2.4,2.7,2.3,82
1973,PRIVATE,43.66315507,-79.375194012,2.4,2.6,2.2,82
1975,SOCIAL HOUSING,43.7960933089,-79.3168137535,2.3,2.7,2.2,82
1977,SOCIAL HOUSING,43.716291217,-79.556254054,1.9,2.6,2.2,82
1978,PRIVATE,43.670031447,-79.375487343,2.6,2.6,2.3,82
1982,PRIVATE,43.650963553,-79.389358508,2.8,2.6,2.3,82
1983,SOCIAL HOUSING,43.770632437,-79.453757527,2.6,2.7,2.1,82
1986,PRIVATE,43.688818076,-79.350241642,1.9,2.6,2.4,82
1987,TCHC,43.635725128,-79.399857548,2.5,2.4,2.3,82
1987,SOCIAL HOUSING,43.643963225,-79.410357752,2.3,2.5,2.4,82
1988,SOCIAL HOUSING,43.688308838,-79.302553095,1.9,2.7,2.4,82
1989,SOCIAL HOUSING,43.678997338,-79.321136292,2.5,2.6,2.2,82
1994,SOCIAL HOUSING,43.752235605,-79.488646145,2.5,2.6,2.4,82
2008,PRIVATE,43.666206649,-79.447567251,2.7,2.5,2.3,82
2009,SOCIAL HOUSING,43.687068676,-79.422360062,2,2.6,2.2,82
2024,PRIVATE,43.670502765,-79.296702565,2.4,2.5,2.4,82
2024,TCHC,43.661526811,-79.378860469,2.4,2.4,2.5,82
1917,PRIVATE,43.639912047,-79.43936153,2.1,2.4,2.5,83
1918,SOCIAL HOUSING,43.65533821,-79.374729991,2.2,2.6,2.3,83
1927,PRIVATE,43.690921109,-79.342650483,2.5,2.6,2.3,83
1929,PRIVATE,43.689658208,-79.413490669,2.7,2.5,2.5,83
1929,SOCIAL HOUSING,43.6862643144,-79.4217422251,2.7,2.5,2.3,83
1930,PRIVATE,43.66877501,-79.412965543,2.8,2.4,2.5,83
1930,PRIVATE,43.7009995731,-79.4241109809,1.9,2.5,2.6,83
1930,PRIVATE,43.653120199,-79.451329542,2.6,2.3,2.6,83
1933,PRIVATE,43.684537335,-79.419198564,2.3,2.7,2.3,83
1938,PRIVATE,43.686006092,-79.417750526,2.7,2.5,2.3,83
1939,PRIVATE,43.636297355,-79.429583628,1.8,2.6,2.6,83
1940,PRIVATE,43.734987603,-79.405127399,1.9,2.8,2.2,83
1940,PRIVATE,43.7077653626,-79.3010798031,2.2,2.5,2.5,83
1945,PRIVATE,43.714859025,-79.36014009,2.2,2.5,2.6,83
1950,PRIVATE,43.6897704258,-79.345544715,2.9,2.4,2.5,83
1950,PRIVATE,43.737742938,-79.343010941,2.8,2.5,2.4,83
1950,PRIVATE,43.737742938,-79.343010941,2,2.6,2.3,83
